deviceID;url;timestamp
52:54:00:a5:eb:ec;xn--1lt2t40q3v2a3xx.xn--fiqs8s/;1515891890
52:54:00:41:2a:27;youtube.com/;1516784984
52:54:00:c6:81:00;www.essence.com.cn/;1516045496
52:54:00:b7:71:12;xn--ekr7b865arptsy0c.xn--fiqs8s/;1515679017
52:54:00:7b:6e:c0;busite.us/;1515471262
52:54:00:21:99:83;www.domainname.de/;1515308477
52:54:00:7e:02:4f;www.amazon.com/;1516388245
52:54:00:be:5b:df;xn--1lq90i1f571aepm0gt2r1d.xn--fiqs8s/;1515831608
52:54:00:da:84:49;www.loopia.com/loopiadns;1516246370
52:54:00:67:d1:f3;sites.google.com/;1516167856
52:54:00:6e:d7:de;www.xmhaixia.cn/;1516456732
52:54:00:6b:01:7d;www.e-recht24.de/muster-disclaimer.htm;1515947108
52:54:00:09:49:12;www.sanan.com.cn/;1515333384
52:54:00:f6:1d:62;zlsite.us/;1516511618
52:54:00:96:cd:65;xn--jlqt5relav70s.xn--fiqs8s/;1514955966
52:54:00:6f:02:38;www.hostnet.nl/helpdesk;1516024806
52:54:00:0f:49:bf;www.twitter.com/;1515345986
52:54:00:63:d7:1a;www.parallels.com/products/panel/intro/;1516817834
52:54:00:8a:8c:e2;get.adobe.com/flashplayer/;1516574032
52:54:00:45:75:d0;www.addthis.com/bookmark.php;1516230546
52:54:00:e7:a5:c0;xn--fiq53l90e917afrv.xn--fiqs8s/;1516322679
52:54:00:98:56:e3;xn--xhqpng2ju4luoclw0j.xn--fiqs8s/;1515064334
52:54:00:9b:4b:fc;xn--e6q054dnso.xn--fiqs8s/;1516481603
52:54:00:ee:42:6b;xn--xhqs09cn4fg2bh2sx4v.xn--fiqs8s/;1516386823
52:54:00:b7:4f:f7;vweb.info.tm/;1515783130
52:54:00:91:41:67;szsite.us/;1515631035
52:54:00:67:f7:b1;xn--y7x42xwno.xn--fiqs8s/;1516744156
52:54:00:6e:50:c3;xn--vhqr0kjvfmp0cnce.xn--fiqs8s/;1516550779
52:54:00:58:91:bd;www.phpbb.com/;1516002352
52:54:00:49:ef:03;www.bluehost.com/;1516635753
52:54:00:13:cb:78;oisite.us/;1516383211
52:54:00:a3:4c:c5;www.lpylj.cn/;1515821821
52:54:00:9a:8f:eb;oisite.us/;1516028861
52:54:00:9d:ca:05;xn--btvu63b42dkqh.xn--fiqs8s/;1515915542
52:54:00:8d:08:eb;www.homestead.com/;1516534152
52:54:00:0c:c1:b6;xn--54q391clos.xn--fiqs8s/;1516473169
52:54:00:6f:59:af;www.domainname.de/;1516502522
52:54:00:2a:6d:b4;vseodirectory.com/;1516745538
52:54:00:43:b6:bf;xn--ur0ane3a.xn--fiqs8s/;1516549081
52:54:00:5b:97:4d;twitter.com/share;1515372804
52:54:00:39:66:50;www.statcounter.com/;1516301211
52:54:00:f2:5b:bd;xn--gmq282eogn.xn--fiqs8s/;1516097494
52:54:00:14:f1:8b;mssite.us/;1516467934
52:54:00:ce:a8:34;busite.us/;1516782142
52:54:00:7e:57:0c;xn--t7tn32bv3b9g.xn--fiqs8s/;1516721945
52:54:00:05:5b:8e;plus.google.com/;1516890938
52:54:00:49:70:d7;xn--ces3ro8reu6c.xn--fiqs8s/;1516375538
52:54:00:05:5f:8f;www.123-reg.co.uk/;1515037297
52:54:00:87:40:de;oxsite.us/;1515395310
52:54:00:5d:a2:d2;aidan.info.tm/;1516732124
52:54:00:a5:64:de;ibsite.us/;1515380073
52:54:00:9e:c4:09;www.joomla.org/;1515908342
52:54:00:85:10:5a;xn--ovws20d43i2zj.xn--fiqs8s/;1515551431
52:54:00:89:85:2f;dssite.us/;1515345187
52:54:00:e9:a7:f3;www.crazydomains.com.au/;1516168624
52:54:00:40:f7:f8;xn--ces3ro8reu6c.xn--fiqs8s/;1516368348
52:54:00:92:4f:39;get.adobe.com/reader/;1516844749
52:54:00:e9:28:b4;xn--fct52f10hm3r1mw.xn--fiqs8s/;1514998920
52:54:00:f9:0f:1a;xn--vhq58ftvizncg8t88w.xn--fiqs8s/;1514991318
52:54:00:15:b0:2c;brsite.us/;1515641966
52:54:00:73:88:c9;xcsite.us/;1514980836
52:54:00:ed:7e:2a;get.adobe.com/flashplayer;1515300869
52:54:00:ca:c2:40;www.bluehost.com/;1516463839
52:54:00:3a:01:4c;domainactive.co/;1515149980
52:54:00:2a:07:c9;xn--wlqw1si1skxr.xn--fiqs8s/;1514962573
52:54:00:ee:4c:80;www.miibeian.gov.cn/;1515355619
52:54:00:39:f7:ea;developers.facebook.com/docs/plugins/;1515634097
52:54:00:7e:ad:81;oxsite.us/;1516554391
52:54:00:fd:7f:74;www.uk2.net/dedicated-servers/;1515354323
52:54:00:33:1a:01;xn--vhq74j44sj61a.xn--fiqs8s/;1515602499
52:54:00:ff:87:c2;jigsaw.w3.org/css-validator/check/referer;1516798614
52:54:00:3f:6f:f7;jgsite.us/;1515020699
52:54:00:05:d9:be;xn--jc2as19bga.xn--fiqs8s/;1515458998
52:54:00:ec:18:90;vasite.us/;1515039666
52:54:00:55:34:c3;xn--pzsz6axqj76i11za.xn--fiqs8s/;1516339347
52:54:00:5b:7b:de;xn--ur0al1wvoes9j.xn--fiqs8s/;1516381186
52:54:00:f5:2f:9f;lrsite.us/;1514902775
52:54:00:15:1b:e3;xn--wlqw1si1skxr.xn--fiqs8s/;1516458067
52:54:00:05:3d:61;gravatar.com/site/signup/;1515703132
52:54:00:68:0c:2e;statcounter.com/;1515779174
52:54:00:d1:94:da;www.loopia.com/loopiadns;1516734782
52:54:00:9c:89:ac;xn--qiqy12q.xn--fiqs8s/;1514839176
52:54:00:20:61:66;xn--jvrzgv76mz9k.xn--fiqs8s/;1515671972
52:54:00:7e:b4:a4;xn--fiq210ansesug8nai59awibb74p.xn--fiqs8s/;1516316213
52:54:00:bb:ad:7c;www.e-recht24.de/;1515922755
52:54:00:75:79:ab;xn--9krt00a31ab15f.xn--fiqs8s/;1515946743
52:54:00:6d:78:fe;www.parallels.com/products/automation/intro;1516460889
52:54:00:98:2a:6b;xn--b0tz14bjlf070a.xn--fiqs8s/;1515584876
52:54:00:2c:32:f7;www.hostnet.nl/;1515098784
52:54:00:89:f4:51;get.adobe.com/flashplayer;1515898085
52:54:00:58:09:a7;rbsite.us/;1515646507
52:54:00:19:bc:8b;www.one.com/it/;1515646181
52:54:00:86:12:83;oksite.us/;1515097699
52:54:00:68:b1:49;xn--6rtv9oorh555b.xn--fiqs8s/;1515600626
52:54:00:b7:9a:1f;www.weebly.com/;1516456091
52:54:00:81:1b:f7;www.parallels.com/intro/;1515413563
52:54:00:a3:b7:6f;www.homestead.com/;1516470572
52:54:00:48:51:c8;www.joomla.org/;1514826743
52:54:00:63:00:47;xn--djry4lk1bd04a.xn--fiqs8s/;1516791019
52:54:00:5c:20:4a;xn--fiq53l90e917afrv.xn--fiqs8s/;1515529140
52:54:00:b8:85:63;xn--ghqv4y72b.xn--fiqs8s/;1516818204
52:54:00:94:61:0d;www.e-recht24.de/muster-disclaimer.htm;1515893061
52:54:00:7e:57:0c;academy.hostnet.nl/;1516674678
52:54:00:f0:71:8a;yksite.us/;1516005170
52:54:00:3d:ab:e5;www.miibeian.gov.cn/;1516145780
52:54:00:78:19:6b;undeveloped.com/;1515932101
52:54:00:11:5b:ab;www.letianfood.com/;1516832711
52:54:00:24:7c:14;www.netnames.com/;1516034849
52:54:00:23:7a:fe;xn--vnxu49e4tb.xn--fiqs8s/;1515896794
52:54:00:18:35:c1;xn--vhqr0kjvfmp0cnce.xn--fiqs8s/;1515829046
52:54:00:bf:40:d7;sqsite.us/;1516051423
52:54:00:54:90:2f;vweb.in.net/;1515238024
52:54:00:e3:a2:74;xn--ur0ane3a.xn--fiqs8s/;1516037755
52:54:00:c4:be:b2;xn--jvrr6y78jm67b.xn--fiqs8s/;1516856498
52:54:00:80:aa:54;support.plesk.com/hc;1515458179
52:54:00:ad:a9:15;dksite.us/;1514916998
52:54:00:7f:c3:93;pradamiumiusalejp.eu/;1514950780
52:54:00:52:a1:88;szsite.us/;1515917623
52:54:00:15:b5:e4;xn--7oryth50iw6s.xn--fiqs8s/;1515947128
52:54:00:07:03:1e;www.uk2.net/;1516441303
52:54:00:a8:56:01;support.plesk.com/hc;1515893851
52:54:00:59:3c:5c;whois.loopia.com/;1516819463
52:54:00:5f:6e:fb;uvsite.us/;1516024104
52:54:00:52:e5:8d;xn--90wq4r.xn--fiqs8s/;1515821259
52:54:00:42:08:54;www.facebook.com/share.php;1516180140
52:54:00:07:ef:cf;lando.us.to/;1515517822
52:54:00:22:94:b7;pusite.us/;1516652551
52:54:00:ec:4e:9b;fgsite.us/;1515902942
52:54:00:aa:ab:7e;xn--3dsx35aolguyr.xn--fiqs8s/;1516810041
52:54:00:02:fd:b4;xn--vhq74j44sj61a.xn--fiqs8s/;1515612058
52:54:00:cb:e0:1b;xn--yf1a990d.xn--fiqs8s/;1515518401
52:54:00:05:ca:2e;tqsite.us/;1516643205
52:54:00:dd:7c:de;xn--ekrq7rfvfj81b.xn--fiqs8s/;1515275854
52:54:00:a1:07:d4;twitter.com/intent/tweet;1516474329
52:54:00:9b:e7:c8;nvsite.us/;1516580413
52:54:00:7b:bb:83;es.wordpress.org/;1516190602
52:54:00:3d:ed:2c;www.netnames.com/;1516717997
52:54:00:8f:ef:fc;dssite.us/;1516093357
52:54:00:d4:3f:7e;rbsite.us/;1516096026
52:54:00:3f:c7:56;xn--qrq39puynk80cygcid.xn--fiqs8s/;1516072226
52:54:00:99:ce:d6;xn--gnrs8sdnhdji1kpxjvyyv.xn--fiqs8s/;1515627223
52:54:00:f1:c5:f2;www.addtoany.com/share;1516021926
52:54:00:6f:ea:ea;xn--vhqz83b0dr11fe27b.xn--fiqs8s/;1514843313
52:54:00:51:f8:4d;www.bluehost.com/;1515392109
52:54:00:ce:af:b4;vweb.uk.to/;1515731365
52:54:00:34:37:c2;www.hostnet.nl/helpdesk;1515310011
52:54:00:6d:f5:f4;xn--mes554dk34aia.xn--fiqs8s/;1516374517
52:54:00:c6:e7:19;www.one.com/fr/;1515444930
52:54:00:e7:27:fa;youtube.com/;1516613508
52:54:00:6c:aa:73;xn--jvrzgv76mz9k.xn--fiqs8s/;1514787392
52:54:00:0b:f0:23;youtube.com/;1516538388
52:54:00:a7:53:d2;xzsite.us/;1515142312
52:54:00:69:b1:82;www.wineast.com/;1516217006
52:54:00:e7:bc:35;xn--xhqs09cn4fg2bh2sx4v.xn--fiqs8s/;1516660531
52:54:00:7d:34:74;www.domraider.io/en/;1516455938
52:54:00:1a:e2:0e;xn--vhq58ftvizncg8t88w.xn--fiqs8s/;1516303647
52:54:00:ce:97:ce;xn--fhq6a424h9ex09dd5g1v6e.xn--fiqs8s/;1514809027
52:54:00:f4:7d:5d;xn--09s497e31t.xn--fiqs8s/;1516059975
52:54:00:6a:8a:b1;validator.w3.org/check/referer;1515200001
52:54:00:66:cc:a6;devblog.plesk.com/;1515447628
52:54:00:f3:95:e7;plus.google.com/;1515662804
52:54:00:cf:4a:45;lrsite.us/;1516668930
52:54:00:00:ad:ca;xn--wst11sjry.xn--fiqs8s/;1516862314
52:54:00:62:c0:a1;llsite.us/;1515103965
52:54:00:29:c4:24;zvsite.us/;1516328875
52:54:00:dc:e9:b7;lksite.us/;1516121115
52:54:00:29:3d:be;www.lshzy.com.cn/;1515411924
52:54:00:03:cc:3e;xn--1lq42ao4eq3tdjg2tnq92a.xn--fiqs8s/;1516181774
52:54:00:7a:31:64;xn--w4rs6e.xn--fiqs8s/;1515047048
52:54:00:7f:1d:e4;xn--6rtv9oorh555b.xn--fiqs8s/;1516338872
52:54:00:c4:52:24;www.hostmonster.com/;1516489584
52:54:00:71:4c:1c;www.one.com/no/;1516020672
52:54:00:93:40:4e;www.amazon.com/;1516362095
52:54:00:a5:2f:9c;undeveloped.com/;1516681377
52:54:00:79:f1:71;xn--qrq39puynb5ipt1c7ubn1fle.xn--fiqs8s/;1516351466
52:54:00:2a:bf:ca;twitter.com/share;1516283795
52:54:00:f7:39:e9;www.idwebspace.com/;1515251172
52:54:00:3f:37:6d;www.bluehost.com/;1516133338
52:54:00:45:01:25;www.statcounter.com/;1516384401
52:54:00:06:39:51;www.parallels.com/products/desktop/pd4wl/intro/;1515864154
52:54:00:cd:4d:43;www.facebook.com/;1516138855
52:54:00:73:8a:5c;edir.biz/;1516532714
52:54:00:a6:4b:d3;cnsite.us/;1516464779
52:54:00:a8:56:01;pzsite.us/;1515041019
52:54:00:34:3d:e9;xn--cks32prv5c.xn--fiqs8s/;1515301414
52:54:00:71:4c:1c;es.wordpress.org/;1515867235
52:54:00:52:e4:bb;acquirethisname.com/terms-of-use.aspx;1516374922
52:54:00:1e:9a:c4;xn--ekrq7rfvfj81b.xn--fiqs8s/;1515025129
52:54:00:86:63:9a;www.domraider.io/en/;1516017014
52:54:00:86:63:9a;www.godaddy.com/websites/website-builder?cvosrc=assets.wsb_badge.wsb_badge;1514772952
52:54:00:eb:02:cc;xn--vhq74j44sj61a.xn--fiqs8s/;1515619822
52:54:00:f5:b9:71;xn--j7q21wbwnohn.xn--fiqs8s/;1515007547
52:54:00:41:33:37;xn--xhq9xh9cs0dx2ak32ac86huil.xn--fiqs8s/;1516715637
52:54:00:a1:f3:9d;www.youtube.com/;1514872216
52:54:00:12:97:d4;linkedin.com/;1516547197
52:54:00:9b:e4:80;links.my.id/;1516490227
52:54:00:b1:ad:e1;xn--1lt2t40q3v2a3xx.xn--fiqs8s/;1515103058
52:54:00:96:5e:d5;pusite.us/;1515975230
52:54:00:13:4d:93;google.com/;1515123984
52:54:00:4b:f7:17;xn--z4qs0xvstokk3gq.xn--fiqs8s/;1515018500
52:54:00:6e:0f:c8;www.facebook.com/sharer/sharer.php;1515991478
52:54:00:ac:46:60;xn--qrq39puynb5ipt1c7ub.xn--fiqs8s/;1515826413
52:54:00:c7:02:99;www.pinterest.com/pin/create/button/;1516054699
52:54:00:39:6e:a6;www.bankcomm.com/;1516371806
52:54:00:12:ab:04;xn--fiqs8sy2f3os.xn--fiqs8s/;1516722471
52:54:00:b0:5a:33;xn--bbtq0hp93d.xn--fiqs8s/;1516435501
52:54:00:a5:4c:cb;xcsite.us/;1515436959
52:54:00:6e:61:14;wdsite.us/;1516763164
52:54:00:7a:4e:65;vseodirectory.com/;1516720348
52:54:00:5c:20:4a;www.macromedia.com/go/getflashplayer;1515845334
52:54:00:03:c3:dc;wordpress.com/?ref=footer_blog;1516797410
52:54:00:6c:73:d0;pjsite.us/;1515804009
52:54:00:71:22:1f;xn--y7x48z5onxim.xn--fiqs8s/;1514914277
52:54:00:7c:41:08;www.pinterest.com/;1516431977
52:54:00:46:f3:52;es.wordpress.org/;1516750931
52:54:00:79:f1:71;www.e-recht24.de/muster-disclaimer.htm;1516205024
52:54:00:7d:27:9a;lweb.uk/;1516537462
52:54:00:e2:7a:47;www.addthis.com/bookmark.php;1516240311
52:54:00:4a:71:98;wordpress.com/?ref=footer_website;1516526551
52:54:00:47:6e:ea;tools.google.com/dlpage/gaoptout;1515348334
52:54:00:f3:31:92;xn--kpr44jk2bfu2b.xn--fiqs8s/;1516823826
52:54:00:26:e0:6e;xn--tkry8t09ara809x5l1b.xn--fiqs8s/;1516843898
52:54:00:76:b3:3b;tesite.us/;1516657013
52:54:00:35:b0:a5;xn--wcvs22dzol.xn--fiqs8s/;1515960877
52:54:00:ac:46:60;vbsite.us/;1515740418
52:54:00:d1:d0:28;www.visma.com/;1516575153
52:54:00:c6:e7:19;xn--xhq4un2d6ycrtaz3lzvq1tqfun1v0cx3xclfb.xn--fiqs8s/;1516769734
52:54:00:78:37:63;www.cn-ny.org/;1516359290
52:54:00:00:dc:ea;www.domainname.de/;1516002952
52:54:00:7c:7e:ed;xn--vhq58fdtoz4b4xl1ncs3s2nncz7a.xn--fiqs8s/;1514912822
52:54:00:4a:8d:db;xwsite.us/;1515669994
52:54:00:a1:8a:1d;plus.google.com/;1515294591
52:54:00:d0:75:9f;www.123-reg.co.uk/;1515052462
52:54:00:93:91:35;xn--xysq5bfg.xn--fiqs8s/;1515618509
52:54:00:57:1d:5a;xn--kpr44jk2bfu2b.xn--fiqs8s/;1514878645
52:54:00:32:3d:64;www.statcounter.com/;1515656858
52:54:00:e7:b2:6f;onlines.eu.org/;1516181299
52:54:00:21:e7:27;baozhaxue.eu/;1515224904
52:54:00:78:9a:20;pzsite.us/;1516105232
52:54:00:a1:26:0d;xn--9buw5z.xn--fiqs8s/;1516118922
52:54:00:35:6e:d9;twitter.com/;1514799961
52:54:00:3c:00:1c;xn--gtv43k5vezzv.xn--fiqs8s/;1516051469
52:54:00:f5:b9:71;www.parallels.com/products/panel/intro/;1516681700
52:54:00:65:74:53;www.miibeian.gov.cn/;1515919837
52:54:00:12:97:d4;facebook.com/;1516119213
52:54:00:11:b0:f7;xn--fiq53l90e917afrv.xn--fiqs8s/;1515760051
52:54:00:7e:b4:a4;xn--ekrq7rfvfj81b.xn--fiqs8s/;1515152983
52:54:00:1e:e1:c0;rbsite.us/;1516045293
52:54:00:ed:15:a6;nqsite.us/;1515208863
52:54:00:11:5e:74;gravatar.com/;1516802882
52:54:00:f6:1d:62;xn--hm1ax32bojf.xn--fiqs8s/;1514952070
52:54:00:73:da:b6;xn--rhqy5t94sljpn2v.xn--fiqs8s/;1515679040
52:54:00:26:e0:6e;xn--xhq4uy0i28dmom7swjv4az90b.xn--fiqs8s/;1515490379
52:54:00:88:2f:48;vxsite.us/;1516765824
52:54:00:bd:32:90;vweb.uk.to/;1516874582
52:54:00:db:fb:e9;www.instagram.com/;1515387685
52:54:00:5d:6b:ec;gravatar.com/;1515615657
52:54:00:84:a2:d5;www.facebook.com/share.php;1514821906
52:54:00:29:9b:cc;xn--wlqw1swrj75p8i1b.xn--fiqs8s/;1514965561
52:54:00:45:db:65;xn--fct52f10hm3r1mw.xn--fiqs8s/;1515292592
52:54:00:7d:c5:5e;feeds2.feedburner.com/aseolinks-237-1;1515358881
52:54:00:28:33:12;xcsite.us/;1515091791
52:54:00:81:37:c8;xn--j6wsa542k.xn--fiqs8s/;1516606939
52:54:00:b4:12:8a;oksite.us/;1515268177
52:54:00:db:69:a9;vweb.in.net/;1514948524
52:54:00:6b:e1:91;xn--pssza05mm53a.xn--fiqs8s/;1516178937
52:54:00:1b:ba:29;www.elegantthemes.com/;1515013037
52:54:00:52:06:fc;instagram.com/;1516097660
52:54:00:37:25:8c;gmsite.us/;1516840550
52:54:00:07:03:1e;ec.europa.eu/consumers/odr/;1515695826
52:54:00:93:30:fd;xn--y7x48z5on.xn--fiqs8s/;1516240196
52:54:00:65:d8:fe;xn--7orv88cw7a551i.xn--fiqs8s/;1514974561
52:54:00:80:80:14;www.parallels.com/;1515043255
52:54:00:66:cc:a6;go.cpanel.net/cleardnscache;1516299896
52:54:00:f2:93:66;tesite.us/;1516851302
52:54:00:cc:da:9c;xn--ghqv4y72b.xn--fiqs8s/;1515722376
52:54:00:4e:96:15;dczly.cn/;1515540028
52:54:00:4d:79:9e;twitter.com/;1516182277
52:54:00:aa:fd:39;dczly.cn/;1516703168
52:54:00:49:fb:32;xn--2es51h2y9c.xn--fiqs8s/;1516221388
52:54:00:7f:b5:b8;wisite.us/;1515617489
52:54:00:b6:3a:a8;xn--yf1a990d.xn--fiqs8s/;1516300732
52:54:00:90:ea:aa;www.statcounter.com/;1515375933
52:54:00:ec:73:96;www.elegantthemes.com/;1516479093
52:54:00:35:28:d7;academy.hostnet.nl/;1515153878
52:54:00:43:6d:d9;gmsite.us/;1516245463
52:54:00:22:4f:bb;www.one.com/no/;1516558359
52:54:00:a0:2d:3c;xn--jvr519jq3dp5h.xn--fiqs8s/;1514916866
52:54:00:31:9e:88;www.one.com/da/;1516832718
52:54:00:15:b0:2c;www.parallels.com/products/automation/intro;1515081234
52:54:00:76:6b:06;sasite.us/;1516319140
52:54:00:6a:cd:b9;xn--fct52f30hhwj28i.xn--fiqs8s/;1515522584
52:54:00:f5:4b:c5;twitter.com/onecom;1515418505
52:54:00:4a:c0:c0;www.joomla.org/;1515671005
52:54:00:96:5e:d5;www.letianfood.com/;1515577718
52:54:00:86:35:c7;xn--tkv464fnb89xcxl.xn--fiqs8s/;1515672508
52:54:00:59:71:79;php.net/;1516508603
52:54:00:f2:ba:18;pusite.us/;1515723287
52:54:00:0f:a7:fe;www.wineast.com/;1515186384
52:54:00:4d:86:dd;wdsite.us/;1514992735
52:54:00:dd:84:ab;get.adobe.com/reader/;1516225704
52:54:00:1e:e3:8f;xn--fhq6a424h9ex09dd5g1v6e.xn--fiqs8s/;1516679866
52:54:00:33:94:21;xn--2es51h2y9c.xn--fiqs8s/;1516547216
52:54:00:73:93:cf;xn--1lq42ao4eq3tdjg2tnq92a.xn--fiqs8s/;1516316166
52:54:00:0e:90:a3;tcsite.us/;1515080233
52:54:00:d2:8a:7c;www.zj-art.com/;1515799958
52:54:00:40:af:ad;plsite.us/;1516768078
52:54:00:e4:0f:e9;xn--rss492gpzt.xn--fiqs8s/;1515222278
52:54:00:03:94:66;xn--w4rs6e.xn--fiqs8s/;1515712416
52:54:00:a4:11:d2;xn--fhqv1kppjc4b674avf3c.xn--fiqs8s/;1515978371
52:54:00:3f:ab:85;www.parallels.com/products/desktop/intro;1516055827
52:54:00:42:ac:fe;links.my.id/;1516718229
52:54:00:2a:6d:b4;www.yahoo.com/;1516731810
52:54:00:66:08:90;talk.plesk.com/;1516478734
52:54:00:f7:14:7d;get.adobe.com/flashplayer;1515137232
52:54:00:eb:d0:5a;xn--fctz3c1nn04n.xn--fiqs8s/;1516394315
52:54:00:e4:c8:dc;feeds2.feedburner.com/aseolinks-237-1;1516106731
52:54:00:57:5f:9b;www.parallels.com/products/containers/intro/;1515870005
52:54:00:0a:d0:26;sites.google.com/;1515765039
52:54:00:18:f6:8f;es.wordpress.org/;1515188313
52:54:00:25:58:0c;www.parallels.com/;1515185874
52:54:00:00:43:9f;cpanel.com/;1515754063
52:54:00:1a:16:53;onlines.eu.org/;1515121326
52:54:00:89:00:f2;xn--mes344dbb885v.xn--fiqs8s/;1515232785
52:54:00:88:b9:9f;www.jlchcake.com/;1516711512
52:54:00:63:d5:75;xn--qrq39puynb5ipt1c7ubn1fle.xn--fiqs8s/;1515804416
52:54:00:74:38:49;www.youtube.com/;1516408344
52:54:00:57:08:b2;vweb.us.to/;1516604021
52:54:00:5b:f3:e6;www.pinterest.com/pin/create/button/;1515324617
52:54:00:a3:aa:23;lmsite.us/;1515202853
52:54:00:fa:6f:bc;www.1und1.de/;1516535547
52:54:00:cd:ac:c0;www.one.com/da/;1516534300
52:54:00:12:7a:15;vasite.us/;1516135688
52:54:00:80:81:c0;xn--eltu6utl6afph.xn--fiqs8s/;1516306257
52:54:00:82:91:39;xn--2es51h2y9c.xn--fiqs8s/;1514794836
52:54:00:d2:3e:bf;validator.w3.org/check/referer;1516128543
52:54:00:cd:ee:7e;rbsite.us/;1515073912
52:54:00:d6:ee:82;www.mijndomein.nl/producten/websitemaker;1515722284
52:54:00:5b:63:7f;xn--90wq4r.xn--fiqs8s/;1515030649
52:54:00:4f:97:a6;twitter.com/intent/tweet;1515247705
52:54:00:34:1e:ae;xn--zcrp04i19fqib.xn--fiqs8s/;1515987422
52:54:00:6e:eb:c2;shsite.us/;1514785941
52:54:00:a9:58:06;www.yxkyw.com/;1516454313
52:54:00:b1:72:68;ec.europa.eu/consumers/odr/;1516103574
52:54:00:ce:b9:47;qjsite.us/;1516082814
52:54:00:6f:1c:ab;facebook.com/;1514949484
52:54:00:21:0f:a7;idsite.us/;1515753592
52:54:00:a3:aa:23;www.networksolutions.com/index.jsp;1515978348
52:54:00:0d:eb:f4;go.microsoft.com/fwlink/?linkid=66138&clcid=0x409;1514928134
52:54:00:6a:8a:b1;www.instagram.com/;1514991449
52:54:00:95:ad:01;www.123-reg.co.uk/;1516329665
